budget,id,popularity,release_date,revenue,title,vote_average,vote_count,release_year,roi
29500000.0,63,12.297305,1995-12-29,168840000.0,Twelve Monkeys,7.4,2470.0,1995,472.33898305084745
0.0,78802,0.745542,1996-09-18,0.0,Wings of Courage,6.8,4.0,1996,0.0
30000000.0,9598,14.404764,1995-07-18,254134910.0,Babe,6.0,756.0,1995,747.1163666666666
0.0,47018,1.493361,1995-11-08,0.0,Carrington,6.4,16.0,1995,0.0
11000000.0,687,6.891317,1995-12-29,39363635.0,Dead Man Walking,7.3,350.0,1995,257.8512272727273
0.0,139405,0.114469,1995-10-20,0.0,Across the Sea of Time,3.5,2.0,1995,0.0
0.0,33689,7.777735,1995-11-17,0.0,It Takes Two,6.1,149.0,1995,0.0
12000000.0,9603,9.882383,1995-07-19,0.0,Clueless,6.9,828.0,1995,0.0
0.0,34615,0.894647,1995-12-15,676525.0,"Cry, the Beloved Country",6.7,13.0,1995,0.0
0.0,31174,4.561387,1995-12-29,0.0,Richard III,6.9,50.0,1995,0.0
10000000.0,11443,9.87957,1995-10-06,0.0,Dead Presidents,6.6,80.0,1995,0.0
19000000.0,35196,10.979269,1995-12-29,0.0,Restoration,6.3,30.0,1995,0.0
18000000.0,9312,10.870138,1995-08-18,122195920.0,Mortal Kombat,5.4,452.0,1995,578.8662222222223
20000000.0,577,10.448481,1995-05-20,21284514.0,To Die For,6.7,177.0,1995,6.4225699999999994
10000000.0,11861,4.485958,1995-10-06,23574130.0,How To Make An American Quilt,6.5,38.0,1995,135.7413
33000000.0,807,18.45743,1995-09-22,327311859.0,Se7en,8.1,5915.0,1995,891.8541181818181
55000000.0,10530,13.280069,1995-06-14,346079773.0,Pocahontas,6.7,1509.0,1995,529.2359509090909
0.0,8391,3.302524,1995-05-05,0.0,When Night Is Falling,5.9,10.0,1995,0.0
6000000.0,629,16.302466,1995-07-19,23341568.0,The Usual Suspects,8.1,3334.0,1995,289.0261333333333
0.0,117164,0.595949,1994-11-22,0.0,Guardian Angel,6.3,3.0,1994,0.0
15000000.0,11448,15.899134,1995-09-13,6700000.0,Mighty Aphrodite,6.7,145.0,1995,-55.333333333333336
0.0,49133,1.361286,1994-01-01,0.0,Lamerica,7.7,11.0,1994,0.0
0.0,26441,5.982764,1995-09-29,0.0,The Big Green,5.2,41.0,1995,0.0
0.0,97406,4.093443,1995-05-19,0.0,Georgia,6.1,15.0,1995,0.0
0.0,124057,0.307075,1997-07-08,0.0,Kids of the Round Table,3.0,1.0,1997,0.0
0.0,9089,8.416802,1995-11-02,17519169.0,Home for the Holidays,6.3,39.0,1995,0.0
0.0,11010,10.168437,1994-09-22,0.0,The Postman,7.6,181.0,1994,0.0
0.0,99040,0.120789,1995-09-29,0.0,The Confessional,6.5,2.0,1995,0.0
45000000.0,11359,10.673296,1995-07-14,0.0,The Indian in the Cupboard,5.9,136.0,1995,0.0
20000000.0,17182,4.733526,1996-01-12,0.0,Eye for an Eye,5.8,65.0,1996,0.0
0.0,2054,7.137117,1995-12-29,106269971.0,Mr. Holland's Opus,6.9,115.0,1995,0.0
0.0,10607,11.700115,1996-01-12,0.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192.0,1996,0.0
0.0,19760,2.174487,1996-01-12,0.0,Two If by Sea,4.5,14.0,1996,0.0
15000000.0,9536,6.387469,1996-01-12,0.0,Bio-Dome,4.4,110.0,1996,0.0
0.0,11525,2.49535,1996-01-12,2409225.0,Lawnmower Man 2: Beyond Cyberspace,2.8,32.0,1996,0.0
0.0,40628,4.046208,1995-10-22,0.0,Two Bits,5.4,11.0,1995,0.0
0.0,4482,2.518051,1995-02-08,0.0,French Twist,6.0,43.0,1995,0.0
3500000.0,10634,14.56965,1995-04-26,28215918.0,Friday,7.0,513.0,1995,706.1690857142856
19000000.0,755,15.339153,1996-01-19,25836616.0,From Dusk Till Dawn,6.9,1644.0,1996,35.982189473684215
50000000.0,11859,5.912223,1995-11-03,11534477.0,Fair Game,4.1,54.0,1995,-76.93104600000001
0.0,28387,3.367276,1995-10-06,718490.0,Kicking and Screaming,7.0,36.0,1995,0.0
0.0,48750,1.479446,1995-03-22,0.0,Les Miserables,6.6,8.0,1995,0.0
0.0,20927,10.412194,1996-01-26,19030691.0,Bed of Roses,5.1,27.0,1996,0.0
15000000.0,36929,2.936443,1996-01-26,2042530.0,Big Bully,3.9,16.0,1996,-86.38313333333333
20000000.0,9102,12.758848,1995-09-08,5781885.0,Screamers,6.1,154.0,1995,-71.090575
0.0,124626,0.133893,1995-02-18,0.0,Nico Icon,7.3,3.0,1995,0.0
0.0,27526,5.756462,1995-11-15,0.0,The Crossing Guard,6.1,74.0,1995,0.0
44000000.0,9623,6.010579,1996-02-02,0.0,The Juror,5.5,91.0,1996,0.0
0.0,46785,1.196256,1995-01-01,0.0,The White Balloon,7.5,20.0,1995,0.0
8000000.0,400,4.486179,1995-12-01,529766.0,Things to Do in Denver When You're Dead,6.7,87.0,1995,-93.37792499999999
900000.0,880,2.030174,1995-09-12,0.0,Antonia's Line,7.2,26.0,1995,0.0
0.0,146599,0.252287,1996-01-26,0.0,Once Upon a Time... When We Were Colored,4.5,2.0,1996,0.0
0.0,188588,0.531159,1995-11-22,0.0,Last Summer in the Hamptons,0.0,0.0,1995,0.0
0.0,8447,2.15166,1995-09-10,0.0,Angels and Insects,6.3,17.0,1995,0.0
38000000.0,10534,9.568604,1996-02-02,10300000.0,White Squall,6.3,86.0,1996,-72.89473684210527
16000000.0,17414,4.814825,1996-01-12,0.0,Dunston Checks In,5.1,59.0,1996,0.0
0.0,13997,8.963037,1996-02-01,32.0,Black Sheep,6.0,124.0,1996,0.0
8169363.0,2086,6.848591,1995-11-22,8175346.0,Nick of Time,6.1,190.0,1995,0.07323704430810578
0.0,61548,0.411424,1995-09-14,0.0,The Journey of August King,6.7,3.0,1995,0.0
47000000.0,9095,12.866139,1996-02-23,12379402.0,Mary Reilly,5.7,77.0,1996,-73.66084680851064
14000000.0,12158,9.071127,1995-10-26,19800000.0,Vampire in Brooklyn,4.5,113.0,1995,41.42857142857143
0.0,9283,4.670562,1996-02-09,0.0,Beautiful Girls,6.6,103.0,1996,0.0
50000000.0,9208,14.957626,1996-02-09,150270147.0,Broken Arrow,5.7,459.0,1996,200.54029400000002
0.0,40154,0.513391,1995-12-01,0.0,A Midwinter's Tale,7.5,6.0,1995,0.0
3000000.0,406,12.108196,1995-05-31,0.0,La Haine,7.9,695.0,1995,0.0
0.0,45549,2.657647,1994-12-06,0.0,Shopping,5.6,13.0,1994,0.0
0.0,63076,0.638211,1995-12-27,0.0,Heidi Fleiss: Hollywood Madam,6.8,4.0,1995,0.0
0.0,11062,4.807223,1996-02-16,0.0,City Hall,6.0,67.0,1996,0.0
7000000.0,13685,6.904831,1996-02-21,560069.0,Bottle Rocket,6.8,285.0,1996,-91.99901428571428
0.0,47475,3.329264,1996-02-16,0.0,Mr. Wrong,3.3,16.0,1996,0.0
18000000.0,2045,2.464425,1996-02-23,0.0,Unforgettable,5.3,22.0,1996,0.0
12000000.0,9614,9.592265,1996-02-16,41205099.0,Happy Gilmore,6.5,767.0,1996,243.375825
24000000.0,688,5.951077,1995-05-28,182016617.0,The Bridges of Madison County,7.3,397.0,1995,658.4025708333332
0.0,11907,1.015068,1994-11-07,0.0,Nobody Loves Me,5.1,5.0,1994,0.0
0.0,10874,6.902423,1996-02-16,34327391.0,Muppet Treasure Island,6.5,93.0,1996,0.0
0.0,89333,0.976707,1995-12-08,0.0,Catwalk,7.0,2.0,1995,0.0
0.0,96357,0.001346,1995-05-20,0.0,Headless Body in Topless Bar,0.0,0.0,1995,0.0
72000000.0,197,20.755149,1995-05-24,210000000.0,Braveheart,7.7,3404.0,1995,191.66666666666669
1300000.0,103,14.092713,1976-02-07,28262574.0,Taxi Driver,8.1,2632.0,1976,2074.0441538461537
7500000.0,33542,12.314278,1995-01-30,32392047.0,Rumble in the Bronx,6.5,245.0,1995,331.89396
35000000.0,43566,2.938293,1996-02-23,0.0,Before and After,5.8,37.0,1996,0.0
0.0,71754,0.372697,1995-09-13,0.0,Margaret's Museum,7.5,2.0,1995,0.0
13365000.0,43612,1.254885,1995-01-31,0.0,Happiness Is in the Field,7.0,23.0,1995,0.0
0.0,51352,0.243986,1995-06-08,1.0,Anne Frank Remembered,7.3,4.0,1995,0.0
0.0,16934,6.178497,1995-01-20,0.0,The Young Poisoner's Handbook,6.9,19.0,1995,0.0
0.0,10324,2.891918,1996-03-08,0.0,If Lucy Fell,5.4,11.0,1996,0.0
25000000.0,78406,1.522412,1995-09-29,6278139.0,Steal Big Steal Little,5.1,7.0,1995,-74.887444
0.0,55731,1.317878,1996-03-22,0.0,Race the Sun,5.2,21.0,1996,0.0
0.0,32119,0.86539,1992-12-06,0.0,The Boys of St. Vincent,7.0,7.0,1992,0.0
40000000.0,11066,6.506983,1992-06-30,70100000.0,Boomerang,5.4,139.0,1992,75.25
0.0,11104,6.778979,1994-07-14,0.0,Chungking Express,7.9,249.0,1994,0.0
0.0,37975,1.702639,1995-09-21,0.0,The Star Maker,6.8,29.0,1995,0.0
7000000.0,2074,5.579088,1996-03-22,14702438.0,Flirting with Disaster,6.3,66.0,1996,110.03482857142856
17000000.0,27793,6.252377,1994-10-26,0.0,The Neverending Story III: Escape from Fantasia,4.4,105.0,1994,0.0
0.0,44284,0.406754,1994-09-30,0.0,The Silences of the Palace,4.3,3.0,1994,0.0
0.0,290157,0.001178,1995-01-01,0.0,Jupiter's Wife,0.0,0.0,1995,0.0
0.0,110972,0.699066,1996-02-09,0.0,Pie in the Sky,7.0,2.0,1996,0.0
0.0,32622,2.197439,1995-01-01,0.0,Angela,5.6,9.0,1995,0.0
0.0,73067,0.637554,1995-11-22,0.0,Frankie Starlight,5.4,4.0,1995,0.0
50000000.0,11863,11.418917,1995-10-13,9851610.0,Jade,5.1,45.0,1995,-80.29678
0.0,55475,0.291021,1995-08-16,0.0,Nueba Yol,5.5,1.0,1995,0.0
0.0,124636,0.001838,1995-08-01,0.0,Sonic Outlaws,0.0,0.0,1995,0.0
0.0,9101,5.184977,1996-03-01,0.0,Down Periscope,5.6,110.0,1996,0.0
0.0,123360,0.276401,1995-09-08,0.0,From the Journals of Jean Seberg,6.5,2.0,1995,0.0
0.0,5757,0.540436,1995-09-15,209935.0,Man of the Year,3.8,2.0,1995,0.0
0.0,39428,0.370342,1995-08-23,0.0,The Neon Bible,7.2,5.0,1995,0.0
0.0,124639,0.001205,1995-08-01,0.0,Target,0.0,0.0,1995,0.0
60000000.0,9302,3.402749,1996-03-01,0.0,Up Close & Personal,5.9,51.0,1996,0.0
31000000.0,11000,6.49968,1996-03-08,185260553.0,The Birdcage,6.7,303.0,1996,497.6146870967742
0.0,249882,0.918504,1995-10-12,0.0,Virgin Mary,7.0,2.0,1995,0.0
0.0,16388,2.039196,1995-08-09,0.0,The Brothers McMullen,6.3,23.0,1995,0.0
19000000.0,9737,9.262184,1995-04-07,141407024.0,Bad Boys,6.5,1729.0,1995,644.2474947368421
0.0,30765,2.375865,1995-08-25,0.0,The Amazing Panda Adventure,5.0,31.0,1995,0.0
0.0,10474,7.415144,1995-04-21,0.0,The Basketball Diaries,7.2,472.0,1995,0.0
4000000.0,22279,0.922958,1995-07-21,851545.0,An Awfully Big Adventure,6.0,11.0,1995,-78.71137499999999
0.0,30157,1.759012,1994-08-05,0.0,Amateur,6.5,21.0,1994,0.0
52000000.0,568,18.761467,1995-06-30,355237933.0,Apollo 13,7.3,1637.0,1995,583.1498711538462
28000000.0,11780,10.193549,1995-04-13,31596911.0,Rob Roy,6.5,151.0,1995,12.846110714285713
0.0,34996,3.137285,1995-01-10,0.0,The Addiction,6.4,46.0,1995,0.0
100000000.0,414,13.321354,1995-06-16,336529144.0,Batman Forever,5.2,1529.0,1995,236.529144
0.0,649,10.142662,1967-05-24,0.0,Belle de Jour,7.3,163.0,1967,0.0
0.0,1873,2.04189,1995-05-24,0.0,Beyond Rangoon,6.4,21.0,1995,0.0
2000000.0,5894,11.528147,1995-09-15,1275000.0,Blue in the Face,6.8,28.0,1995,-36.25
11000000.0,1775,5.391556,1995-06-08,178104.0,Canadian Bacon,5.9,57.0,1995,-98.38087272727273
50000000.0,8839,12.812539,1995-05-26,287928194.0,Casper,6.0,1045.0,1995,475.856388
25000000.0,20649,4.558992,1995-09-15,13071518.0,Clockers,6.8,69.0,1995,-47.713928
50000000.0,10329,7.260574,1995-06-09,152022101.0,Congo,5.0,214.0,1995,204.04420199999998
53000000.0,8963,8.657365,1995-05-12,157387195.0,Crimson Tide,7.0,508.0,1995,196.95697169811322
0.0,26564,3.620388,1994-09-10,3174695.0,Crumb,7.6,71.0,1994,0.0
7000000.0,8068,6.950458,1995-08-25,25405445.0,Desperado,6.8,898.0,1995,262.93492857142854
27000000.0,8512,4.646132,1995-09-15,16140822.0,Devil in a Blue Dress,6.3,88.0,1995,-40.21917777777777
90000000.0,1572,15.138855,1995-05-19,366101666.0,Die Hard: With a Vengeance,6.9,2094.0,1995,306.77962888888885
0.0,13552,7.120806,1995-10-27,0.0,The Doom Generation,5.6,57.0,1995,0.0
0.0,259209,0.523575,1995-10-12,0.0,Feast of July,0.0,0.0,1995,0.0
55000000.0,6520,15.178338,1995-07-07,127600435.0,First Knight,5.9,319.0,1995,132.0007909090909
0.0,9073,7.575098,1995-07-19,0.0,Free Willy 2 - The Adventure Home,5.5,130.0,1995,0.0
20000000.0,10428,14.810519,1995-09-14,7563728.0,Hackers,6.2,406.0,1995,-62.18136
0.0,17447,3.196456,1995-08-18,0.0,Jeffrey,6.5,19.0,1995,0.0
25000000.0,9886,11.715868,1995-05-26,19075720.0,Johnny Mnemonic,5.5,380.0,1995,-23.697119999999998
90000000.0,9482,8.184815,1995-06-30,113493481.0,Judge Dredd,5.4,643.0,1995,26.10386777777778
0.0,19326,3.676921,1995-04-12,17014653.0,Jury Duty,4.0,34.0,1995,0.0
1500000.0,9344,4.877872,1995-07-28,7412216.0,Kids,6.8,280.0,1995,394.14773333333335
500000.0,9071,10.058329,1995-01-20,1148752.0,Living in Oblivion,7.2,64.0,1995,129.7504
0.0,8973,4.102409,1995-08-25,0.0,Lord of Illusions,5.9,87.0,1995,0.0
0.0,15730,0.354014,1993-05-20,0.0,Love & Human Remains,7.0,7.0,1993,0.0
0.0,47608,2.624771,1995-05-26,15453274.0,Mad Love,5.5,27.0,1995,0.0
6000000.0,2293,8.25547,1995-10-20,2122561.0,Mallrats,6.8,400.0,1995,-64.62398333333333
15000000.0,9070,7.024227,1995-06-30,66000000.0,Mighty Morphin Power Rangers: The Movie,5.2,153.0,1995,340.0
0.0,68274,1.01115,1995-09-29,0.0,Moonlight and Valentino,5.6,10.0,1995,0.0
2.0,48787,2.466066,1995-09-28,1.0,Mute Witness,6.4,36.0,1995,-50.0
0.0,34574,7.720056,1994-09-13,0.0,Nadja,5.9,12.0,1994,0.0
22000000.0,1642,13.304342,1995-07-28,110627965.0,The Net,5.6,359.0,1995,402.8543863636363
0.0,11472,8.482834,1995-07-12,69660733.0,Nine Months,5.5,171.0,1995,0.0
150000.0,36196,1.165039,1995-06-09,472370.0,Party Girl,5.8,14.0,1995,214.91333333333333
8.0,11980,10.187623,1995-09-01,16.0,The Prophecy,6.4,139.0,1995,100.0
0.0,58372,0.119713,1995-11-17,0.0,Reckless,10.0,1.0,1995,0.0
0.0,32646,8.180047,1995-06-23,0.0,Safe,7.2,62.0,1995,0.0
50000000.0,10533,6.752119,1995-10-13,10382407.0,The Scarlet Letter,5.5,111.0,1995,-79.235186
0.0,56088,0.159596,1995-08-25,0.0,The Show,5.3,2.0,1995,0.0
45000000.0,10802,17.502375,1995-09-22,20350754.0,Showgirls,4.9,261.0,1995,-54.77610222222222
7000000.0,10149,5.552946,1995-06-09,8349430.0,Smoke,7.2,115.0,1995,19.277571428571427
0.0,18402,3.743212,1995-08-04,50892160.0,Something to Talk About,5.7,60.0,1995,0.0
35000000.0,9348,13.492845,1995-07-07,113374103.0,Species,5.5,457.0,1995,223.92600857142858
0.0,139408,0.913522,1995-09-15,0.0,The Stars Fell on Henrietta,6.6,6.0,1995,0.0
42000000.0,281,11.223055,1995-10-13,7959291.0,Strange Days,6.8,334.0,1995,-81.04930714285715
0.0,5967,8.133881,1964-02-19,0.0,The Umbrellas of Cherbourg,7.6,119.0,1964,0.0
14000000.0,79593,1.820419,1995-09-08,5780000.0,The Tie That Binds,4.6,9.0,1995,-58.71428571428572
0.0,47939,11.002046,1995-10-27,7025496.0,Three Wishes,6.1,18.0,1995,0.0
0.0,36834,4.546552,1995-11-02,339889.0,Total Eclipse,6.5,112.0,1995,0.0
0.0,9090,7.653446,1995-09-07,47774193.0,"To Wong Foo, Thanks for Everything! Julie Newmar",6.3,117.0,1995,0.0
60000000.0,3512,7.490247,1995-07-13,104324083.0,Under Siege 2: Dark Territory,5.6,217.0,1995,73.87347166666667
0.0,52856,2.881689,1995-09-15,0.0,Unstrung Heroes,6.4,9.0,1995,0.0
0.0,77350,0.786023,1995-08-11,0.0,Unzipped,6.0,6.0,1995,0.0
20000000.0,9560,9.715639,1995-08-11,50012507.0,A Walk in the Clouds,6.5,168.0,1995,150.062535
175000000.0,9804,16.885184,1995-07-28,264218220.0,Waterworld,5.9,1017.0,1995,50.98184
8000000.0,31611,1.834099,1995-12-01,0.0,White Man's Burden,5.1,25.0,1995,0.0
30000000.0,65796,8.922139,1995-12-01,0.0,Wild Bill,5.9,27.0,1995,0.0
0.0,49805,3.727644,1994-10-12,0.0,The Browning Version,6.0,11.0,1994,0.0
0.0,26258,3.287036,1995-08-04,0.0,Bushwhacked,4.9,29.0,1995,0.0
2800000.0,50797,2.486073,1994-05-01,2616503.0,Burnt by the Sun,6.7,35.0,1994,-6.553464285714286
0.0,19155,3.525649,1994-06-09,763847.0,Before the Rain,7.7,45.0,1994,0.0
2500000.0,76,11.304979,1995-01-27,5535405.0,Before Sunrise,7.7,984.0,1995,121.4162
10000000.0,11017,6.638116,1995-02-10,26488734.0,Billy Madison,6.2,464.0,1995,164.88734
0.0,37141,2.761837,1995-10-17,0.0,The Babysitter,4.7,27.0,1995,0.0
21000000.0,9382,3.030309,1995-02-03,23450000.0,Boys on the Side,6.3,48.0,1995,11.666666666666666
0.0,6715,2.686342,1995-04-21,0.0,The Cure,7.2,58.0,1995,0.0
0.0,18256,2.26977,1995-08-04,0.0,Castle Freak,5.8,40.0,1995,0.0
0.0,22625,2.605521,1995-03-16,0.0,Circle of Friends,6.5,30.0,1995,0.0
27000.0,2292,10.513367,1994-09-13,3151130.0,Clerks,7.4,769.0,1994,11570.851851851852
25000000.0,1909,7.438934,1994-10-01,22200000.0,Don Juan DeMarco,6.3,184.0,1994,-11.200000000000001
55000000.0,8984,11.812244,1994-12-09,214015089.0,Disclosure,5.9,217.0,1994,289.1183436363636
0.0,61813,0.155859,1995-01-01,0.0,Dream Man,2.5,1.0,1995,0.0
45000000.0,4954,9.579155,1994-12-08,0.0,Drop Zone,5.1,91.0,1994,0.0
0.0,62488,0.710671,1995-04-28,0.0,Destiny Turns on the Radio,5.3,9.0,1995,0.0
0.0,10531,5.484156,1994-05-04,0.0,Death and the Maiden,7.1,92.0,1994,0.0
0.0,11929,5.8025,1995-03-24,0.0,Dolores Claiborne,7.1,183.0,1995,0.0
16000000.0,8467,9.844558,1994-12-16,247275374.0,Dumb and Dumber,6.5,1894.0,1994,1445.4710875
0.0,10451,4.860016,1994-08-03,7294403.0,Eat Drink Man Woman,7.5,76.0,1994,0.0
0.0,20156,5.378467,1994-09-24,0.0,Exotica,6.5,64.0,1994,0.0
0.0,18395,4.322726,1994-10-14,6841570.0,Exit to Eden,4.3,28.0,1994,0.0
18000000.0,522,11.720358,1994-09-27,5887457.0,Ed Wood,7.3,639.0,1994,-67.29190555555556
0.0,397,9.146544,1995-05-05,0.0,French Kiss,6.2,179.0,1995,0.0
0.0,10525,16.236745,1995-05-19,0.0,Forget Paris,6.1,38.0,1995,0.0
0.0,27985,2.657337,1995-01-13,0.0,Far from Home: The Adventures of Yellow Dog,5.6,27.0,1995,0.0
0.0,15789,10.177977,1995-04-07,35348597.0,A Goofy Movie,6.7,404.0,1995,0.0
15000000.0,27303,8.182165,1995-03-03,12201255.0,Hideaway,5.0,24.0,1995,-18.6583
0.0,21183,4.953936,1995-06-02,0.0,Fluke,6.6,48.0,1995,0.0
0.0,10954,8.935058,1994-12-07,0.0,Farinelli,5.9,20.0,1994,0.0
0.0,47867,0.398924,1995-05-12,3992809.0,Gordy,3.0,4.0,1995,0.0
0.0,43475,0.090452,1995-12-01,0.0,Gumby: The Movie,5.0,2.0,1995,0.0
0.0,72031,1.012197,1994-09-16,0.0,The Glass Shield,5.4,9.0,1994,0.0
700000.0,14275,9.47666,1994-09-12,7830611.0,Hoop Dreams,7.7,91.0,1994,1018.6587142857143
5000000.0,1024,9.438042,1994-09-02,3049135.0,Heavenly Creatures,6.9,299.0,1994,-39.0173
10500000.0,17207,2.688562,1995-01-06,26325256.0,Houseguest,6.0,17.0,1995,150.7167238095238
120.0,13701,7.983666,1994-12-16,0.0,Immortal Beloved,6.9,90.0,1994,0.0
0.0,14819,9.546707,1995-02-17,17689177.0,Heavyweights,6.0,97.0,1995,0.0
0.0,32631,2.756986,1995-02-24,0.0,The Hunted,6.0,25.0,1995,0.0
25000000.0,11777,5.146352,1994-12-24,0.0,I.Q.,5.9,112.0,1994,0.0
60000000.0,628,11.970205,1994-11-11,223664608.0,Interview with the Vampire,7.2,1558.0,1994,272.77434666666664
14000000.0,87729,1.596058,1995-03-31,2474000.0,Jefferson in Paris,5.2,10.0,1995,-82.32857142857142
0.0,18713,0.748846,1995-02-03,0.0,The Jerky Boys,4.8,10.0,1995,0.0
60000000.0,6280,6.710215,1994-11-22,37000000.0,Junior,4.7,381.0,1994,-38.333333333333336
0.0,9061,9.195256,1995-02-17,0.0,Just Cause,6.0,124.0,1995,0.0
0.0,37108,5.874511,1995-08-11,0.0,A Kid in King Arthur's Court,4.3,40.0,1995,0.0
40000000.0,6071,7.797512,1995-04-21,0.0,Kiss of Death,5.7,83.0,1995,0.0
11000000.0,11,42.149697,1977-05-25,775398007.0,Star Wars,8.1,6778.0,1977,6949.072790909091
18000000.0,9587,9.774994,1994-12-21,0.0,Little Women,7.0,222.0,1994,0.0
17000000.0,19101,7.731725,1995-05-10,0.0,A Little Princess,7.4,207.0,1995,0.0
0.0,49980,0.84508,1994-02-18,0.0,Ladybird Ladybird,7.4,14.0,1994,0.0
10000000.0,17961,1.948315,1994-02-16,0.0,L'Enfer,6.6,22.0,1994,0.0
2000000.0,18183,4.126083,1992-04-16,21665468.0,Like Water for Chocolate,6.6,70.0,1992,983.2734
30000000.0,4476,12.199047,1994-12-16,160638883.0,Legends of the Fall,7.2,636.0,1994,435.4629433333334
0.0,11008,9.253362,1995-03-24,0.0,Major Payne,6.1,164.0,1995,0.0
0.0,47504,1.861292,1994-10-27,0.0,Little Odessa,6.4,31.0,1994,0.0
0.0,32325,1.788829,1994-06-08,0.0,Mi Vida Loca,5.7,9.0,1994,0.0
60000000.0,43742,3.290192,1994-10-21,0.0,Love Affair,4.3,11.0,1994,0.0
17000000.0,28313,7.698526,1995-03-17,7603766.0,Losing Isaiah,6.4,28.0,1995,-55.27196470588235
0.0,11318,4.81307,1994-12-28,0.0,The Madness of King George,6.7,67.0,1994,0.0
45000000.0,3036,14.287753,1994-11-04,112006296.0,Mary Shelley's Frankenstein,6.1,272.0,1994,148.90288
0.0,40490,2.558118,1995-03-03,0.0,Man of the House,5.1,40.0,1995,0.0
15000000.0,24070,2.899608,1994-12-21,0.0,Mixed Nuts,5.2,37.0,1994,0.0
0.0,8986,3.770115,1994-08-31,18137661.0,Milk Money,5.6,49.0,1994,0.0
0.0,10510,5.831622,1994-11-18,46264384.0,Miracle on 34th Street,6.4,199.0,1994,0.0
6.0,17402,1.137266,1995-01-27,5.0,Miami Rhapsody,5.6,7.0,1995,-16.666666666666664
5500000.0,38722,3.121288,1995-05-03,0.0,My Family,7.0,11.0,1995,0.0
0.0,8438,9.518564,1995-01-20,17381942.0,Murder in the First,6.9,140.0,1995,0.0
0.0,11593,2.891269,1994-12-23,0.0,Nobody's Fool,7.0,56.0,1994,0.0
31000000.0,1945,5.930957,1994-12-23,106683817.0,Nell,6.1,128.0,1994,244.14134516129033
0.0,39310,0.629955,1995-04-19,0.0,New Jersey Drive,6.9,7.0,1995,0.0
0.0,109560,0.004537,1993-08-14,0.0,New York Cop,0.0,0.0,1993,0.0
